Frase,Consensuada
"Eso es, ahí. Es que no sé qué quiero, Sam. Marco, pero por aquí sí que le puedo saludar. Por aquí sí que le puedo saludar, Marco, ¿vale? No, no, no. Samu se está cayendo. ¡Hielo! ¡Hielo, chicos! Ahí, ahí, ahí. Perfecto. ¿Qué haces? ¿Qué haces? ¿Qué haces? ¿Qué haces?",2
¿Qué haces?,3
¿Qué haces?,3
¿Qué haces?,3
"Entonces, se ha quedado esa, no tiene un pie. Y ahora vamos a intentar que se quede en línea, ¿vale? Para eso, ¿vale? Pues usa esa y esa, ¿vale? Entonces, si yo la voy a hacer un momento, ¿vale? Si yo la voy a hacer, ¿vale? Pues yo también hago esto y lo hacemos así, ¿vale? Así, Samu, no se queda tan descompensado, ¿vale? Ahora que no, caiga hacia detrás. Ahí. Si no lo tienen, está bien, no te metas por debajo, hay que ponerlo así, ¿vale? No atorean, que ya lo están mandando. ¿Esto es la perla? ¿Esto es la perla? ¿Qué pasa? ¡Vamos! ¡Vamos! ¡Vamos! ¡Vamos! ¡Vamos! ¡Vamos! ¡Vamos! Ah, vale, vale, vale. Que no se lo quiten. Sí, que no se lo quiten. Claro, que no se lo quiten. Claro, que no se lo quiten. Claro, que no se lo quiten. Claro, que no se lo quiten.",2
"Hola chicos, ¿qué tal?",1
¿Qué tal?,1
¿Qué tal?,1
¿Qué tal?,1
¿Qué tal?,1
¿Qué tal?,1
¿Qué tal?,1
Coge. ¡No nos quitamos poco! ¡No nos quitamos poco!,2
¡Mierda!,0
"Se está haciendo bien. ¡No nos juntamos, papá! ¡No nos juntamos, hermanito!",2
"La verdad es que las cosas aquí no están muy muy buenas, pero si tienen ganas de hacer cosas físicas, pues, pero no parece.",1
"No, no es que tengas ganas de hacer cosas físicas. No, no es que tengas ganas de hacer cosas físicas. No es que tengas ganas de hacer cosas físicas. ¿Puedes ponerle acá? Nos vamos sentando. ¿Puedes ponerle acá? ¿Puedes? ¿Puedes? ¡Ale! ¡Ale! ¡Ale! ¡Ale! Vale, ¿qué tenemos que hacer ahora? Vamos a rellenar unos cuestionarios, ¿vale? Importante, no pongo el nombre, ¿vale? Que nadie ponga su nombre, pero sí pongo mi número de peto, ¿vale? Chicos, por favor, a la hora de rellenar los cuestionarios, vamos a leerlos bien. No los contestamos, pero contestad. Si tenéis alguna duda, nos la preguntáis, que para eso estamos, ¿vale? Pero no empezamos a rellenar puntuaciones, ¿vale? Sin pensarlo, ¿vale? El cuestionario tiene 40 puntos.",2
¿Cuántos?,0
"63 preguntas, ¿vale? Sí, no tenéis que escribir, simplemente rodear el número que consideréis, ¿vale? Ser sinceros, ¿vale? Sí, que nadie intente, no se piense que le vamos aquí a evaluar por lo que pongan en el cuestionario, lo vamos a ver entonces, cada uno contesta con sinceridad, ¿vale?, Cuando terminéis, mirad los cuestionarios, ¿vale? Y leed todas las preguntas. Que nadie le llene la primera hoja si piensa que ya ha terminado, ¿vale? Entonces, os cuento, como el próximo día ya os evaluo el examen de vóley, ahora cuando ya nos pongamos ahí todos juntos os voy a explicar un poco lo que vamos a hacer. Toque de dedos, toque de antebrazo, secuencia para remate y partidillo. Entonces, necesito grupos de 4 o 5 personas. Así que arriba todos que comenzamos. Cogemos un peto primero. No, tenéis que ser mínimo cuatro, máximo cinco. Me ha parecido el cuatro. No, le pago un número. Está el catorce. es para identificarlo. Tú eres el 10 ahora mismo. Venimos, porfa, que os explico.",2
¿Qué quieres?,1
"para el examen en cuanto toque de los toques individuales Luego haremos en grupo, ¿vale? Que os examinaré más o menos en un grupo de 5 o 6, como mucho. Tenemos que hacer pases con los compañeros, de antebrazo igual, toques individuales, ¿vale? Luego la secuencia de remate, un jugador se pone colocador, jugador que empieza pasa colocador, colocador sube, ¿vale? Y el jugador tiene que hacer el repate, ¿sí?, Y luego, situación de partido. Así que en esta hora tenéis que empezar primero con toque de dedos, pasos con los compañeros, toque de antebrazo, secuencia remate y acabáis en partido. Luego después... Hoy no hay música. Los últimos 10 minutos os pasará a la chica un cuestionario que tenéis que hacer. Sí, así que tenemos... 40. Así que, lo primero que hacemos es colocarnos en grupos de 4 o 5 personas y nos ponemos a practicar. Hace el cuestionario rápido y te vas a jugar con los de bachillerato. Primero, chicos, toques individuales. Claro, toques individuales. Intentad mantener la pelota arriba. Haced eso, unos 5 o 10 toques cada uno, la vais pasando. Que todos los manejáis. Empezáis con pases. Toques individuales. Primer ejercicio, toques individuales. Toques individuales. Esto ya lo has practicado para el examen. No, toques individuales. Este es el grupo, lo hace uno, luego lo hace otro. No, partido es el final. Aquí no, aquí. Vale, toques individuales. Lo hace uno, luego lo hace el otro. Que os salga a todos bien. Podemos pasar al siguiente nivel. Ya pases, toqueos, todos juntos. ¿Vais juntos en este grupo? ¿Los cinco?",2
Pues hacedos toque primero para allá.,1
Nadie te obliga a estar de frente.,1
Vamos.,2
"Aprovechad, aprovechad bien la hora, por favor, que el siguiente día ya os evalúo.",3
"¿Acostumbrados a poner las manitas correctamente? No, hombre, pero si te llevas arriba, si la puedes... Si os podéis juntar, ¿no? Normalmente daréis un paso atrás. Pero si estamos con toqueredos. Muy bien. En el examen, cuando os llame por grupos, acostumbrados a poneros ya por los grupos que vais a venir al examen. ¡Bien! ¡Bien, bastante bien! ¡Bastante bien! Tírate una hacia arriba. No solo tienes que estar con los brazos, tienes que también estar con el cuerpo preparado para subirla. No, lo que tienes que hacer es practicar para que te salga. Bien. Muy bien. Ahí, ahí sí. No la paréis. Amortiguad, si queréis, un pelín. Eso es pararla. Lucía, eso es parar la pelota. Pásamela. Amortigua. Claro, bajas un pelín. A ver, Mónica. ¡A ver! A ver, por favor. Si os sale ya todo bien, cada uno le sale los toquecitos bien, y entre votos tal, os salen bien los pases, ¿vale? Ya, antebrazo. Toques de antebrazo. Toques de antebrazo. Toques. Toques. Somos toques individuales. Y después ya pases metiendo dedos y antebrazo. A ver cómo subimos ya, ¿eh? ¿Os salían bien los toques individuales? Y luego... Bueno, pero tienes que colocar el cuerpo. Pero bueno, más o menos os sale. ¿Y dando pase entre vosotros os sale también? Vale, pues siguiente nivel. Toques individuales de antebrazo. Os pediré cinco. Os voy a pedir cinco. O sea, hacemos... Dos. Tres. Nueve. Y cinco, ¿vale? Cuando salga más o menos a todos, hacéis pases, ya metiendo los dedos y el antebrazo. Vale, ahora toquéis el antebrazo, ¿vale? Si os sale bien a todos, toquéis el antebrazo. Pues ya hacéis pases metiendo dedos y antebrazo. Un. Ahora toques individuales de antebrazo. Hacemos unos 3-5 toques seguidos de antebrazo. Vale, chicos. Siguiente, ¿vale? Como ya hemos hecho dedos y pase de dedos, ahora metemos toques individuales de antebrazo y luego pases incorporando dedos y antebrazo. ¿Cuál? Vale, pero ¿habéis hecho toques individuales de antebrazo? Vale, pues ese tienes que hacerle. En el examen... En el examen tenemos dos opciones. O meter los toques en el antebrazo, o mandarles bolas y que tengáis que recepcionar el antebrazo. Pero toques seguro, seguro, seguro que cae.",2
"Mola hacer una bola que no bota, ¿verdad?",1
"Estira, estira los bracitos, Diego. Vale, como ya os sale, ahora ya toque antebrazos, ¿vale? Hacéis toques individuales, ¿vale? Colocáis la pelota y hacéis 1, 2, 3, 4, 5, ¿vale? Que no salen 5 y os salen 3, no pasa nada, ¿vale? Porque en el examen, ya os digo, os doy toques de antebrazo, os mando bolas y tenéis que recepcionar antebrazo, ¿vale? Con la costumbre, por favor, a poner la postura bien, ¿vale? Brazos estirados. Que os salgan bien los toques, pues ya dais pasos metiendo toque de dedos y toque de antebrazo. Ambas.",2
"No, pero por lo menos que se vea que estáis en grupito, que sois organizados, que sois una clase ejemplar.",1
Que intimido.,1
Te hago sombra.,1
"¿Os sale más o menos? Un colocador, uno que se coloque allí para recibir el remate, ¿vale? Para cogerla o recibir como queráis. Es decir, Hugo, empiezo yo aquí, ¿vale? En esta gira. Yo te la paso, avanzo y golpeamos hacia nuestro compañero. Y ella hace así. si tú el remate si tú el remate espera no no no no chicos chicos uno está allí vale que intenta recibir o atrapa la pelota los que trabajamos somos los que estamos aquí estamos en fira estamos cristian yo ángel también estamos los tres ángel en fira aquí detrás y tenemos un colocador yo paso a colocador hago remate ella recepciona o atrapa y pasa la pelota. Vais cambiando. Cambiamos colocador y receptor. Cuando salga, haced lo mismo que yo. Para remate. Un colocador, la pasáis a colocador y rematáis. Y tiene que haber un jugador que esté para recoger el remate. Cuando salga, os podéis hacer el ejercicio de remate. Un colocador, pasamos al colocador, nos acercamos y rematamos. El que trabajamos el otro día. Cuando salga, el siguiente paso es ese. Uno se va al fondo para recoger el remate y los demás aquí haciendo remates.",2
¿Os sale?,1
"Vale, pues cuando salga, cuando lo llevéis bien. Siguiente ejercicio es el de remate. Uno que se pone el colocador. Sí, sí, pero yo en este campo. No, no, no, si es todos juntos. ¿Trabajáis por grupo? Uno tiene que estar aquí para recoger el remate. Marcos, Marcos, Marcos está más cerca. Marcos es colocador.",2
"Yo diría cambio de campo, que yo... A ver si se pone moreno.",1
"El ejercicio es muy sencillo. Yo paso a colocador, me acerco a la red y ya remato. El que remata, tú pasas a jugador, te acercas, das los pasitos... Tú echabas a él, él va a medir a la velocidad que tú vengas, te acercas, él te da la coleta, rematas. Va, pasa primero. Vale, chicos, en el siguiente ya metemos remate, ¿vale? Como veo que... Un colocador. ¿Quién coloca? Colocador, el que sea. Muy fácil. En el otro equipo recepcionamos. Paso, me acerco y remato. Pasad todos por colocadores, todos por rematadores, todos por receptores. Lo dejo de capitán de equipo. Se lo pasará con dedos. Es que me ha tirado así como si saliera de banda O sea, no saques ahora, saca con dedos Pásasela con dedos, te acercas Te acercas Os va a salir muy bien, ¿no?",2
"Sí O sea, afianzaros, porque luego les saben Que luego hay nervios y hay cosillas El antebrazo se da peor, ¿no?",1
"A ver, o la adaptaré, a lo mejor hago que reflexione sola.",1
"Aquí mismo. Ellos, Diego se ponen para allá, ellos se ponen aquí y vos desde aquí. Chicos, echadles un pelín para la izquierda. Chicos, echadlos aquí, en esta zona. Puedes en esta zona, por si. Para que pueda caber este grupo.",2
"Aguanta, Pofi.",1
Piensa que en unos 15 minutillos vamos a ir bajando la intensidad.,1
En 15-20 minutillos os va a hacer cuestionar y fin.,1
"¿Quién coloca? Claro, porque uno da, remata y el otro... A ver, chicos, nos ponemos aquí. El que empieza, Dani. Uno pasa, remata y el otro recibe. A ver, Dani. El que empieza, ¿vale? Empieza desde el medio y como somos diestros, la colocación tiene que venir desde allí. No, no, no, te vayas. Ahí, ahí. Más que quita la red, un poquito más. Ahí. Yo te la paso, tú la levantas y yo remato. ¿Cuántas personas son? ¿Una o dos? Un colocador, dos rematadores porque sois cuatro y uno que recepciona. Hacemos el ejemplo. No, dos y dos no. Solo uno allí. Aquí y aquí. Yo ahora me iría a series dos solo, ¿vale? Yo paso al colocador, me hace el cuadrarre y remato. Y el colocador, si es diestro, tiene que pasar a la diestra. Si tú te pasas, tú has de rematar con la izquierda. Coloco, paso, salto. ¿Sabéis que hay tres pasos? Izquierda, derecha, izquierda y rematada. ¿Al lío? ¿Me la jugas? ¿Tres? No, tres no. No, no, no, a ver. ¿Quién empieza? A ver, empieza ella. Ella remata, se vuelve a la final. Vale, vale, va, va. Y ella, Sara, tiene que intentar recepcionar. El remate tiene que ir hacia Sara, para que tengáis una referencia. Y Sara la coge y la pasa. Y ahora le toca a ella. Hay que ir haciendo así, ¿eh? Claro. Ahora mismo estoy rematando a las dos. Lo hacéis unas cuantas veces. Y después cambiáis. Una se pone a colocar, otra se pone a recepcionar.",2
"Mal, fatal.",3
"Empiezo siempre con la derecha. Espera que voy. Tú ponte así, como estos, con la derecha encima, con la derecha. Y ya haces 1, 2, 3. Si te pones con la izquierda, adelantada, ya, pero entonces empiezas con la derecha.",2
¿Eres tonta?,3
"Claro. O tienes las dos piernas juntas o con la derecha adelantada, para que veas el primer paso con la izquierda. Venga, adelante, Celia. Poco a poco. Vamos para salir, ¿eh? Tienes que tener paciencia. Me ha entrado el ojo la red, digo. ¡Bien! ¡Es que la pasa bien! ¡Moni! ¡Moni! Que no pasa nada porque te ha gastado por la pelota.",2
¡No!,3
¡No!,3
"o la restricción del antebrazo y la coges o la recoges, o sea al final lo que importa es que los que estamos aquí hagan un remate y la pelota no se vaya cogemos la pelota y la pasamos y luego cambiáis tienes que cogerla Moni un poquito más alta las colocaciones el jugador que está ahí un poquito más alta las colocaciones por favor A corredor de los tres pasitos. Izquierda, derecha, izquierda y saltamos. Vale, aunque a la vez en cámara lenta. Uno, dos, tres. Bueno, es que si en este tú ponés esa cámara lenta se rinde. Bueno, pues hay diferentes niveles. Todo el rato.",2
Está abierto.,1
Si lo necesitas.,1
El de aquí.,1
"Antes, el grupo de antes iba a este de aquí. Bueno, pues a la hora. La clase... La clase queda sin media hora. practicar 15-20 minutos. 15 minutillos. Es que es increíble. Lo que podéis hacer los que estéis recepcionando, Tiero, los que estéis recepcionando, ponedos a una distancia de 3 metros más o menos, para que el que remata tenga un poco de margen. Muy buen remate, muy buen remate. Gol, punto. Gol, punto. ¿Hay portería? Toca. ¿Habéis cambiado ya de...? ¡Vale! ¡Hala! Tienes que intentar rematarse a ver cómo es que hemos puesto ahí a puesta. ¿Para dónde me pica la maca? ¡Ay, ay, ay! Tienes que intentar coger el remate en la parte más alta ¡Muévete Cristian! ¡No te necesito, muévete! ¡Gracias! por qué será ¿Y qué primeros auxilios tenéis que hacer? ¿Habéis pasado todos por rematadores y receptores? Vamos a empezar a repetir No, si ya hemos repetido tres veces Vale, pues partidillo, dos contra dos ¿Vale? Con un bote, ¿vale? Puedo dar un bote, que como sois poquitos... Puedo dar un bote. Ponte un poquito más lejos, Lucía. Hay que seguir el balón totalmente. ¿Qué decía? ¿Cómo quieres que no llegue a contar el suelo en la casa? Ponte más cerca. O sea, más lejos, perdón. Pero es que él la tira para ese lado. Claro, pero cuanto más lejos te pongas, si la tira para acá, llegas. Si te pones muy cerca y te la tira aquí, ya no llegas. ¡Sí, hombre!",2
"¿Eres zurdo, no?",1
Me tienen liado con las piernas y con las pies ya.,1
"En dos minutos. ¿Cómo? Daniel. Buena. Alta, Amar, tírala alta. Para que él le dé tiempo a dar los pasos y rematar.",2
¿Os sale bien?,1
¿Os sale bien?,1
"Puedes hacer partidos todos vosotros. ¡Vale, partidos! ¡Vamos! Seguramente os pase a gente, pero a gente que no cumplan... No, no, yo solo no, yo solo no. Si solo falla un paso, no. ¿Y quién es? ¿Vuestra? Va chicos, nos quedan 8 minutitos Lo que queda Plasticamos partidos Podemos unirnos con otros grupos Si Tranquilo Va Mónica Vale, Cañita. ¿Partido ya? ¿Has practicado rebate? Eh... Rojas, Rojas, con Mónica... Unidos con algún grupo, que son solo tres. Unidos con algún grupo. Ah, claro. Ah, o sea, se tiene que poner ella aquí. Si yo... ¿Eres zurda? Entonces tú te lo harías desde allí. Derecha, izquierda, derecha. Venga. Haces derecha, izquierda, derecha. Venga. Sí, pones un pelín. La pasas. Rematas con una. More un poquito más para acá, Lucía. Para que no te den ellos. Bien. Con una mano solo, Mónica. ¿Puedo el partido? Una pelota solo chicos ¿Os atrevéis a uniros todo este grupo junto? No, no, no, no. ¿Os apañáis bien aquí vosotras? ¿Con quién os ponemos nosotros tres? Juegáis todos juntos, ¿vale? Los que estéis aquí, jugad juntos. Ah, en los equipos. No, Daniel, que os unáis al otro grupo. Son cuatro, vamos a vuestros dos, siete, cuatro y tres. Chicos, por favor, podéis mezclar con ellos para que seáis un poquito más números en el grupo. Venga, va. El campo es hasta aquí. No, no, no. Mezclados. No vuestro grupo contra el suyo. Mezclados. Ya sabéis, puede dar un bote. Tres toques por equipo. No lo he visto, no lo he visto. A lo mejor tenéis que hacer que vote una vez, para que no se os vaya tanto. Pues demostradmelo. Demostradlo. No, pero te la va a dar la alcaldesa.",2
"¡Dani, ven!",3
"¡Dani, ven!",3
¡Toma!,3
"¡Toma, Dani, toma!",3
"¡Venga, saca de una vez, Dani!",3
¡Toma!,3
¡Coño!,3
¡Coño!,3
¡Coño!,3
¡Coño!,3
"Por favor, no la veáis con el pie así.",3
¡Piero!,3
¡Piero!,3
"¡Brazos estirados! Es infalible. Es infalible. Si queréis hacer una buena vuelta, pasársela a Christian. Está en recepción muy bien. ¿Dónde está Cristian? Cuatro. ¡Dale, eh!",2
¡Cristian!,3
¡Cristian!,3
¡Cristian!,3
"De verdad, ¿te parece cómodo venir con chanclas?",3
¿Eh?,3
¿Te parece cómodo las chanclas?,3
"Muy cómodo, ¿eh?",3
"¿Qué ha pasado? ¡Monica tienes que moverte un poquito! ¡Que la pelota no viene sola! ¡Es bloqueado! ¡Es bloqueado! ¡Es bloqueado! Lo he visto, lo he visto. Mientras no invadas... Mientras no invadas... Ha invadido, ha invadido. Se puede tener así la mano. Se podría tener así, pero realmente no invades. No, ya, ya, ya. Yo no he dicho que haya invadido. Digo que mientras un jugador no invada... Te prometo los brazos. Al final siempre que hacen un bloqueo, un pelín, un pelín, entra. Un pelín, un pelín. No, se echa así. No he hecho así porque no me he comido la red, ni siquiera. Os subo la red un poquito. Venga, ahora es cuando se ve el nivel, cuando la red falta. ¿Hacer alguna jugada de remate? ¡Buena! ¡Qué buena! ¡Dedos arriba! ¡Muy bueno! ¡Qué bueno! ¡No me lía! Muy bien. ¿Cómo se saca? ¿No puedes sacar así? Con una de las colocas, haz el ejemplo. ¡Ha entrado, eh! ¡Ha entrado, ha entrado! ¡Ha entrado, vamos! ¡Dale, dale! ¿Ves? Ahí, como te viene baja, no leas. Como te viene aquí, vas.",2
¡Hostia!,3
¡Es que el sol!,3
¡Que te calles!,3
Pon las manos.,3
ahí va chicos quedan dos minutos que rápido se me ha pasado el golpe como te lo has pasado super bien Mónica va Mónica te doy que se te ponga por debajo,2
¿Qué le ha pasado a Dani?,1
"¡Venga, va! ¡Os hago un saque yo! ¡Venga, vamos! ¡Venga, venga! ¡Venga, venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! ¡Venga! Si tú te elevas la pelota justo antes de golpear... No subas la pelota antes de rematar, porque si no haces... Quieta, quieta y la dejas caer. Más fuerte. Eso es. Perfecta. Dale. Ya no llegaba para tanto. Saca otra vez. Venga, va que va bien. Muy bueno. Es genial. Haced alguna jugadita de remate. Venga. ¡Mía, mía, mía! ¡Mía, mía, mía! Vale chicos Terminado",2
"Venga, iros a dirección los cuatro.",3
"Los cuatro, ya.",3
"Os vais, me sobráis.",3
Fuera.,3
Fuera.,3
Fuera.,3
"Buscáis a Noemí y le decís lo que estabais haciendo, ¿eh?",3
¿Os queréis callar?,3
"O el despacho de conserjería, por ahí.",4
"Bueno, pues esperáis aquí toda la horita.",4
"Ahí, toda la hora.",4
Donde queráis.,1
"Me da igual quién haya ganado, quién haya perdido.",1
"Rodrigo, ¿bien?",1
¿Bien?,1
¿Qué haces aquí?,3
¿Expulso también?,3
Sergio.,3
Vete allí a jugar.,3
Puedes intentarlo otra vez si no te salió bien la primera.,1
Recuerda que lo importante es que tú te sientas cómodo.,1
"No pasa nada si te equivocas, es parte del aprendizaje.",1
Intenta hacerlo a tu propio ritmo.,1
"Si necesitas ayuda, no dudes en pedirla.",1
"Vamos a probar desde otro ángulo, a ver si así te resulta más fácil.",1
¿Te gustaría intentar con una técnica diferente?,1
Es tu decisión cómo quieres abordarlo.,1
Prueba a hacer una pausa y retomarlo cuando te sientas listo.,1
"No te preocupes por el tiempo, enfócate en hacerlo bien.",1
¿Te sientes más cómodo trabajando solo o en grupo?,1
"Si prefieres, puedes usar otro equipo.",1
Vamos a adaptar el ejercicio a tu nivel.,1
Recuerda mantenerte hidratado.,1
Vamos a ajustar la intensidad según cómo te sientas.,1
Puedes parar cuando lo necesites y retomarlo más tarde.,1
Es válido que tomes descansos más frecuentes si lo necesitas.,1
¿Quieres intentarlo una vez más antes de pasar a otra cosa?,1
Tienes la opción de elegir el ejercicio que más te guste.,1
"Si te sientes cansado, avísame y hacemos una pausa.",1
Vamos a trabajar en conjunto para mejorar tu técnica.,1
¿Te gustaría cambiar de actividad?,1
"Puedes seguir tu propio ritmo, no es una carrera.",1
Puedes ajustar la dificultad a tu gusto.,1
No dudes en cambiar de ejercicio si te aburres.,1
Puedes explorar diferentes métodos para encontrar el que más te convenga.,1
Vamos a enfocarnos en tus fortalezas.,1
"Si algo no te gusta, podemos modificarlo.",1
Recuerda que el objetivo es disfrutar mientras aprendes.,1
Puedes hacer ajustes en el ejercicio para sentirte más cómodo.,1
"Si algo no te sale bien, no te frustres, es normal.",1
Tienes la libertad de elegir con qué empezar.,1
Vamos a buscar la manera que te resulte más divertida.,1
"Si necesitas repetirlo varias veces, está bien.",1
Es importante que tú te sientas seguro al hacerlo.,1
Vamos a encontrar un ritmo que se adapte a ti.,1
Puedes tomarte el tiempo que necesites para entenderlo.,1
"Si te cansas, puedes sentarte un momento.",1
Vamos a asegurarnos de que te sientas a gusto con el ejercicio.,1
Puedes intentar de nuevo después de un descanso.,1
¿Prefieres hacerlo de pie o sentado?,1
Vamos a modificar el ejercicio para que sea más accesible.,1
"Si necesitas ayuda, estoy aquí para ti.",1
Tienes la opción de cambiar de actividad cuando quieras.,1
Recuerda que cada uno tiene su propio ritmo de aprendizaje.,1
Puedes parar y observar a los demás si lo prefieres.,1
Vamos a adaptar el ejercicio a tus necesidades.,1
"Si prefieres, puedes hacerlo más despacio.",1
Recuerda que puedes hacerlo a tu manera.,1
Puedes ajustar la intensidad según cómo te sientas.,1
Vamos a buscar una alternativa que te guste más.,1
Es tu decisión cuándo quieres cambiar de ejercicio.,1
Puedes hacerlo tantas veces como necesites.,1
"Si algo no te gusta, podemos probar otra cosa.",1
Recuerda que el objetivo es aprender y disfrutar.,1
Puedes parar cuando lo necesites.,1
Vamos a encontrar una manera que te funcione mejor.,1
"Si te resulta difícil, podemos simplificarlo.",1
Puedes ajustar el ejercicio a tu nivel.,1
No dudes en pedir ayuda si la necesitas.,1
Vamos a hacer pausas regulares para descansar.,1
"Si prefieres, puedes trabajar en equipo.",1
Puedes elegir con quién trabajar.,1
Vamos a adaptar el ejercicio para que te sea más fácil.,1
Recuerda que todos aprendemos de manera diferente.,1
"Si necesitas más tiempo, tómalo.",1
Puedes seguir tu propio camino.,1
Vamos a enfocarnos en lo que te gusta.,1
"Si algo no te sale bien, puedes intentarlo de nuevo.",1
Puedes hacer ajustes según te sientas más cómodo.,1
Recuerda que el objetivo es tu bienestar.,1
"Si prefieres, puedes cambiar de actividad en cualquier momento.",1
Vamos a encontrar una técnica que te funcione mejor.,1
"Si te sientes inseguro, podemos hacerlo juntos.",1
Puedes seguir tus propios intereses.,1
Vamos a asegurarnos de que disfrutes el proceso.,1
"Si te cansas, puedes tomar un descanso.",1
Puedes elegir la intensidad que prefieras.,1
Recuerda que puedes parar cuando lo necesites.,1
"Si algo no te gusta, podemos cambiarlo.",1
Vamos a trabajar en lo que más te interese.,1
"Si necesitas más tiempo para entenderlo, está bien.",1
Puedes hacerlo a tu propio ritmo.,1
Vamos a encontrar una manera que te guste más.,1
"Si te resulta difícil, podemos buscar una alternativa.",1
Recuerda que todos tenemos nuestras propias fortalezas.,1
Puedes ajustar el ejercicio según tus necesidades.,1
"Si algo no te sale bien, no te preocupes.",1
Vamos a adaptar el ejercicio a tu nivel.,1
Puedes cambiar de actividad cuando quieras.,1
Recuerda que el objetivo es aprender y disfrutar.,1
Puedes elegir el ritmo que más te convenga.,1
"Si necesitas repetirlo, está bien.",1
Vamos a asegurarnos de que te sientas seguro.,1
"Vamos, vamos, estás haciendo un buen trabajo.",2
"Recuerda, la técnica es clave para mejorar.",2
Centrémonos en la precisión en cada lanzamiento.,2
Practica con constancia para mejorar tu habilidad.,2
Concentración en la postura y en el movimiento.,2
"Sigue practicando, cada sesión es una oportunidad de mejora.",2
¡Muy bien! Eso es exactamente lo que necesitas hacer.,2
"Estás progresando, sigue así.",2
Es importante mantener la calma durante el lanzamiento.,2
Visualiza el movimiento antes de lanzar.,2
La consistencia en la práctica es fundamental.,2
Intenta mejorar un poco cada día.,2
Escucha las instrucciones y aplica las correcciones necesarias.,2
Respira profundamente antes de cada lanzamiento.,2
¡Excelente esfuerzo! Sigue así.,2
Practica la técnica hasta que se convierta en hábito.,2
El enfoque mental es tan importante como la habilidad física.,2
Recuerda que cada error es una oportunidad de aprendizaje.,2
"Estás progresando, no te desanimes.",2
Observa cómo los mejores jugadores realizan sus lanzamientos.,2
El entrenamiento constante te llevará al éxito.,2
Sé consciente de cada movimiento que haces.,2
Cada detalle cuenta en la técnica de lanzamiento.,2
Confía en ti mismo y en tu capacidad para mejorar.,2
La práctica hace al maestro.,2
Visualiza el éxito antes de cada lanzamiento.,2
Enfócate en lo que puedes controlar: tu técnica y tu concentración.,2
El esfuerzo y la dedicación te llevarán lejos.,2
Perfecciona tu técnica con cada repetición.,2
"A ver, chicos, todos en línea y uno por uno vais pasando a la siguiente estación. Recordad, al llegar hay que hacer un pase rápido y luego rematar.",2
"María, tú te quedas en la recepción. Los demás, haced el pase en diagonal y luego rematad. ¿Entendido?",2
"El primer paso es con la pierna izquierda, luego derecha e izquierda de nuevo. Ahora practicamos todos juntos. Vamos, ¡uno, dos, tres!",2
"Chicos, formad grupos de tres. Uno coloca, otro remata y el tercero recepciona. ¡Venga, empezamos!",2
"Vamos a practicar el saque. Recuerda, brazo extendido y golpear con fuerza. A ver, tu turno, Juan.",2
"Atención, cuando coloquéis la pelota, aseguraos de que vaya alta para que el rematador tenga tiempo de prepararse.",2
"Sara, ponte en la línea de fondo. Cuando te pase la pelota, remata con fuerza hacia el centro.",2
"En este ejercicio, la clave es la coordinación. Pase, colocación y remate, todo fluido. ¡Vamos a intentarlo!",2
"Recuerda, siempre mirando la pelota. No pierdas de vista el objetivo. A ver, inténtalo otra vez.",2
"Todos atentos, vamos a cambiar de ejercicio. Ahora haremos un pase largo seguido de un remate. ¿Listos?",2
"Muy bien, chicos. Ahora, formad dos equipos. Un equipo coloca y el otro remata. Después cambiamos.",2
"Cuando rematéis, intentad dirigir la pelota a las esquinas. Así es más difícil para el receptor.",2
"Vamos a practicar el bloqueo. Levantad los brazos bien alto y mantenedlos firmes. ¡Vamos, uno, dos, tres!",2
"Atención, todos al centro del campo. Vamos a hacer una demostración rápida del ejercicio.",2
"¿Quién empieza? Vale, tú primero. Recuerda, pase rápido y luego colócate para el remate.",2
"Chicos, no os olvidéis de rotar después de cada remate. Todos deben pasar por todas las posiciones.",2
"Buen pase, pero la colocación fue un poco baja. Inténtalo otra vez, más alto esta vez.",2
"Recuerda, al hacer el pase, la pelota debe ir con un poco de efecto para facilitar el remate.",2
Vamos a hacer una pausa y luego continuamos con los ejercicios de remate. Aprovechad para beber agua.,2
"Chicos, mantened la concentración. Es importante seguir la secuencia: pase, colocación y remate.",2
"Ahora, vamos a trabajar en parejas. Uno lanza y el otro remata. Después cambiáis.",2
"Muy bien, ahora todos a la línea de fondo. Practicamos el saque desde aquí.",2
"Recuerda, la técnica es fundamental. Brazo extendido y golpe firme. A ver, inténtalo.",2
"Cuando coloquéis la pelota, aseguraos de que vaya en la dirección correcta para facilitar el remate.",2
Vamos a hacer un ejercicio de resistencia. Remate continuo durante dos minutos. ¡Vamos!,2
"Buena recepción, pero necesitas mejorar el remate. Inténtalo otra vez, con más fuerza.",2
